
1호선
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 05:23','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 07:25','yyyy-mm-dd hh24:mi'),1,1);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 18:27','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 20:29','yyyy-mm-dd hh24:mi'),99,9);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 18:35','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 20:37','yyyy-mm-dd hh24:mi'),100,10);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 18:43','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 20:45','yyyy-mm-dd hh24:mi'),101,11);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 18:51','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 20:53','yyyy-mm-dd hh24:mi'),102,12);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 18:59','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 21:01','yyyy-mm-dd hh24:mi'),103,13);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 19:07','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 21:09','yyyy-mm-dd hh24:mi'),104,14);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 19:15','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 21:17','yyyy-mm-dd hh24:mi'),105,15);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 19:23','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 21:25','yyyy-mm-dd hh24:mi'),106,16);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 19:31','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 21:33','yyyy-mm-dd hh24:mi'),107,17);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 19:39','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 21:41','yyyy-mm-dd hh24:mi'),108,18);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 19:47','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 21:49','yyyy-mm-dd hh24:mi'),109,19);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 19:55','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 21:57','yyyy-mm-dd hh24:mi'),110,20);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 20:03','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 22:05','yyyy-mm-dd hh24:mi'),111,21);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 20:11','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 22:13','yyyy-mm-dd hh24:mi'),112,22);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 20:19','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 22:21','yyyy-mm-dd hh24:mi'),113,23);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 20:27','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 22:29','yyyy-mm-dd hh24:mi'),114,24);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 20:35','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 22:37','yyyy-mm-dd hh24:mi'),115,25);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 20:43','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 22:45','yyyy-mm-dd hh24:mi'),116,26);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 20:51','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 22:53','yyyy-mm-dd hh24:mi'),117,27);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 20:59','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 23:01','yyyy-mm-dd hh24:mi'),118,28);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 21:07','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 23:09','yyyy-mm-dd hh24:mi'),119,29);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 21:15','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 23:17','yyyy-mm-dd hh24:mi'),120,30);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 21:23','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 23:25','yyyy-mm-dd hh24:mi'),121,1);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 21:31','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 23:33','yyyy-mm-dd hh24:mi'),122,2);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 21:39','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 23:41','yyyy-mm-dd hh24:mi'),123,3);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 21:47','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 23:49','yyyy-mm-dd hh24:mi'),124,4);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 21:55','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 23:57','yyyy-mm-dd hh24:mi'),125,5);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 22:03','yyyy-mm-dd hh24:mi'),to_date('2020-07-11 00:05','yyyy-mm-dd hh24:mi'),126,6);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 22:11','yyyy-mm-dd hh24:mi'),to_date('2020-07-11 00:13','yyyy-mm-dd hh24:mi'),127,7);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 22:19','yyyy-mm-dd hh24:mi'),to_date('2020-07-11 00:21','yyyy-mm-dd hh24:mi'),128,8);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 22:27','yyyy-mm-dd hh24:mi'),to_date('2020-07-11 00:29','yyyy-mm-dd hh24:mi'),129,9);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 22:35','yyyy-mm-dd hh24:mi'),to_date('2020-07-11 00:37','yyyy-mm-dd hh24:mi'),130,10);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 22:43','yyyy-mm-dd hh24:mi'),to_date('2020-07-11 00:45','yyyy-mm-dd hh24:mi'),131,11);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 22:51','yyyy-mm-dd hh24:mi'),to_date('2020-07-11 00:53','yyyy-mm-dd hh24:mi'),132,12);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 22:59','yyyy-mm-dd hh24:mi'),to_date('2020-07-11 01:01','yyyy-mm-dd hh24:mi'),133,13);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 23:07','yyyy-mm-dd hh24:mi'),to_date('2020-07-11 01:09','yyyy-mm-dd hh24:mi'),134,14);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 23:18','yyyy-mm-dd hh24:mi'),to_date('2020-07-11 01:19','yyyy-mm-dd hh24:mi'),135,15);


3호선

insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 05:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 06:42','yyyy-mm-dd hh24:mi'),1,91);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 05:26','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 06:52','yyyy-mm-dd hh24:mi'),2,92);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 05:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 07:02','yyyy-mm-dd hh24:mi'),3,93);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 05:46','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 07:12','yyyy-mm-dd hh24:mi'),4,94);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 05:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 07:22','yyyy-mm-dd hh24:mi'),5,95);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 06:06','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 07:32','yyyy-mm-dd hh24:mi'),6,96);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 06:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 07:42','yyyy-mm-dd hh24:mi'),7,97);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 06:26','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 07:52','yyyy-mm-dd hh24:mi'),8,98);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 06:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 08:02','yyyy-mm-dd hh24:mi'),9,99);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 06:46','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 08:12','yyyy-mm-dd hh24:mi'),10,100);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 06:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 08:22','yyyy-mm-dd hh24:mi'),11,101);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 07:06','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 08:32','yyyy-mm-dd hh24:mi'),12,102);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 07:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 08:42','yyyy-mm-dd hh24:mi'),13,103);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 07:26','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 08:52','yyyy-mm-dd hh24:mi'),14,104);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 07:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 09:02','yyyy-mm-dd hh24:mi'),15,105);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 07:46','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 09:12','yyyy-mm-dd hh24:mi'),16,106);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 07:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 09:22','yyyy-mm-dd hh24:mi'),17,107);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 08:06','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 09:32','yyyy-mm-dd hh24:mi'),18,108);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 08:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 09:42','yyyy-mm-dd hh24:mi'),19,109);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 08:26','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 09:52','yyyy-mm-dd hh24:mi'),20,110);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 08:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 10:02','yyyy-mm-dd hh24:mi'),21,111);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 08:46','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 10:12','yyyy-mm-dd hh24:mi'),22,112);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 08:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 10:22','yyyy-mm-dd hh24:mi'),23,113);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 09:06','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 10:32','yyyy-mm-dd hh24:mi'),24,114);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 09:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 10:42','yyyy-mm-dd hh24:mi'),25,115);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 09:26','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 10:52','yyyy-mm-dd hh24:mi'),26,116);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 09:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 11:02','yyyy-mm-dd hh24:mi'),27,117);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 09:46','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 11:12','yyyy-mm-dd hh24:mi'),28,118);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 09:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 11:22','yyyy-mm-dd hh24:mi'),29,119);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 10:06','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 11:32','yyyy-mm-dd hh24:mi'),30,120);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 10:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 11:42','yyyy-mm-dd hh24:mi'),31,91);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 10:26','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 11:52','yyyy-mm-dd hh24:mi'),32,92);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 10:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 12:02','yyyy-mm-dd hh24:mi'),33,93);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 10:46','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 12:12','yyyy-mm-dd hh24:mi'),34,94);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 10:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 12:22','yyyy-mm-dd hh24:mi'),35,95);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 11:06','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 12:32','yyyy-mm-dd hh24:mi'),36,96);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 11:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 12:42','yyyy-mm-dd hh24:mi'),37,97);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 11:26','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 12:52','yyyy-mm-dd hh24:mi'),38,98);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 11:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 13:02','yyyy-mm-dd hh24:mi'),39,99);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 11:46','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 13:12','yyyy-mm-dd hh24:mi'),40,100);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 11:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 13:22','yyyy-mm-dd hh24:mi'),41,101);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 12:06','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 13:32','yyyy-mm-dd hh24:mi'),42,102);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 12:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 13:42','yyyy-mm-dd hh24:mi'),43,103);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 12:26','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 13:52','yyyy-mm-dd hh24:mi'),44,104);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 12:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 14:02','yyyy-mm-dd hh24:mi'),45,105);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 12:46','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 14:12','yyyy-mm-dd hh24:mi'),46,106);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 12:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 14:22','yyyy-mm-dd hh24:mi'),47,107);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 13:06','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 14:32','yyyy-mm-dd hh24:mi'),48,108);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 13:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 14:42','yyyy-mm-dd hh24:mi'),49,109);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 13:26','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 14:52','yyyy-mm-dd hh24:mi'),50,110);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 13:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 15:02','yyyy-mm-dd hh24:mi'),51,111);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 13:46','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 15:12','yyyy-mm-dd hh24:mi'),52,112);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 13:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 15:22','yyyy-mm-dd hh24:mi'),53,113);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 14:06','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 15:32','yyyy-mm-dd hh24:mi'),54,114);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 14:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 15:42','yyyy-mm-dd hh24:mi'),55,115);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 14:26','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 15:52','yyyy-mm-dd hh24:mi'),56,116);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 14:36','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 16:02','yyyy-mm-dd hh24:mi'),57,117);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 14:46','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 16:12','yyyy-mm-dd hh24:mi'),58,118);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 14:56','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 16:22','yyyy-mm-dd hh24:mi'),59,119);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 15:06','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 16:32','yyyy-mm-dd hh24:mi'),60,120);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal,to_date('2020-07-10','yyyy-mm-dd'),to_date('2020-07-10 15:16','yyyy-mm-dd hh24:mi'),to_date('2020-07-10 16:42','yyyy-mm-dd hh24:mi'),61,91);
