insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 05:15','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 07:19','yyyy-mm-dd hh24:mi'), 1, 1);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 21:15','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 23:19','yyyy-mm-dd hh24:mi'), 97, 7);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 21:25','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 23:29','yyyy-mm-dd hh24:mi'), 98, 8);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 21:35','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 23:39','yyyy-mm-dd hh24:mi'), 99, 9);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 21:45','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 23:49','yyyy-mm-dd hh24:mi'), 100, 10);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 21:55','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 23:59','yyyy-mm-dd hh24:mi'), 101, 11);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 22:05','yyyy-mm-dd hh24:mi'), to_date('2020-07-11 00:09','yyyy-mm-dd hh24:mi'), 102, 12);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 22:15','yyyy-mm-dd hh24:mi'), to_date('2020-07-11 00:19','yyyy-mm-dd hh24:mi'), 103, 13);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 22:25','yyyy-mm-dd hh24:mi'), to_date('2020-07-11 00:29','yyyy-mm-dd hh24:mi'), 104, 14);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 22:35','yyyy-mm-dd hh24:mi'), to_date('2020-07-11 00:39','yyyy-mm-dd hh24:mi'), 105, 15);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 22:45','yyyy-mm-dd hh24:mi'), to_date('2020-07-11 00:49','yyyy-mm-dd hh24:mi'), 106, 16);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 22:55','yyyy-mm-dd hh24:mi'), to_date('2020-07-11 00:59','yyyy-mm-dd hh24:mi'), 107, 17);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 23:05','yyyy-mm-dd hh24:mi'), to_date('2020-07-11 01:09','yyyy-mm-dd hh24:mi'), 108, 18);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 23:16','yyyy-mm-dd hh24:mi'), to_date('2020-07-11 01:20','yyyy-mm-dd hh24:mi'), 109, 19);

--3호선
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 05:03','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 06:31','yyyy-mm-dd hh24:mi'), 1, 72);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 05:18','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 06:46','yyyy-mm-dd hh24:mi'), 2, 73);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 05:33','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 07:01','yyyy-mm-dd hh24:mi'), 3, 74);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 05:48','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 07:16','yyyy-mm-dd hh24:mi'), 4, 75);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 06:03','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 07:31','yyyy-mm-dd hh24:mi'), 5, 76);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 06:18','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 07:46','yyyy-mm-dd hh24:mi'), 6, 77);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 06:33','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 08:01','yyyy-mm-dd hh24:mi'), 7, 78);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 06:48','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 08:16','yyyy-mm-dd hh24:mi'), 8, 79);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 07:03','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 08:31','yyyy-mm-dd hh24:mi'), 9, 80);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 07:18','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 08:46','yyyy-mm-dd hh24:mi'), 10, 81);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 07:33','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 09:01','yyyy-mm-dd hh24:mi'), 11, 82);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 07:48','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 09:16','yyyy-mm-dd hh24:mi'), 12, 83);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 08:03','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 09:31','yyyy-mm-dd hh24:mi'), 13, 84);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 08:18','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 09:46','yyyy-mm-dd hh24:mi'), 14, 85);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 08:33','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 10:01','yyyy-mm-dd hh24:mi'), 15, 86);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 08:48','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 10:16','yyyy-mm-dd hh24:mi'), 16, 87);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 09:03','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 10:31','yyyy-mm-dd hh24:mi'), 17, 88);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 09:18','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 10:46','yyyy-mm-dd hh24:mi'), 18, 89);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 09:33','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 11:01','yyyy-mm-dd hh24:mi'), 19, 90);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 09:48','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 11:16','yyyy-mm-dd hh24:mi'), 20, 91);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 10:03','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 11:31','yyyy-mm-dd hh24:mi'), 21, 92);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 10:18','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 11:46','yyyy-mm-dd hh24:mi'), 22, 93);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 10:33','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 12:01','yyyy-mm-dd hh24:mi'), 23, 94);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 10:48','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 12:16','yyyy-mm-dd hh24:mi'), 24, 95);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 11:03','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 12:31','yyyy-mm-dd hh24:mi'), 25, 96);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 11:18','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 12:46','yyyy-mm-dd hh24:mi'), 26, 97);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 11:33','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 13:01','yyyy-mm-dd hh24:mi'), 27, 98);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 11:48','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 13:16','yyyy-mm-dd hh24:mi'), 28, 99);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 12:03','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 13:31','yyyy-mm-dd hh24:mi'), 29, 100);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 12:18','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 13:46','yyyy-mm-dd hh24:mi'), 30, 101);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 12:33','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 14:01','yyyy-mm-dd hh24:mi'), 31, 72);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 12:48','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 14:16','yyyy-mm-dd hh24:mi'), 32, 73);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 13:03','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 14:31','yyyy-mm-dd hh24:mi'), 33, 74);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 13:18','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 14:46','yyyy-mm-dd hh24:mi'), 34, 75);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 13:33','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 15:01','yyyy-mm-dd hh24:mi'), 35, 76);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 13:48','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 15:16','yyyy-mm-dd hh24:mi'), 36, 77);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 14:03','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 15:31','yyyy-mm-dd hh24:mi'), 37, 78);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 14:18','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 15:46','yyyy-mm-dd hh24:mi'), 38, 79);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 14:33','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 16:01','yyyy-mm-dd hh24:mi'), 39, 80);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 14:48','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 16:16','yyyy-mm-dd hh24:mi'), 40, 81);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 15:03','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 16:31','yyyy-mm-dd hh24:mi'), 41, 82);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 15:18','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 16:46','yyyy-mm-dd hh24:mi'), 42, 83);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 15:33','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 17:01','yyyy-mm-dd hh24:mi'), 43, 84);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 15:48','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 17:16','yyyy-mm-dd hh24:mi'), 44, 85);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 16:03','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 17:31','yyyy-mm-dd hh24:mi'), 45, 86);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 16:18','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 17:46','yyyy-mm-dd hh24:mi'), 46, 87);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 16:33','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 18:01','yyyy-mm-dd hh24:mi'), 47, 88);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 16:48','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 18:16','yyyy-mm-dd hh24:mi'), 48, 89);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 17:03','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 18:31','yyyy-mm-dd hh24:mi'), 49, 90);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 17:18','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 18:46','yyyy-mm-dd hh24:mi'), 50, 91);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 17:33','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 19:01','yyyy-mm-dd hh24:mi'), 51, 92);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 17:48','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 19:16','yyyy-mm-dd hh24:mi'), 52, 93);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 18:03','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 19:31','yyyy-mm-dd hh24:mi'), 53, 94);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 18:18','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 19:46','yyyy-mm-dd hh24:mi'), 54, 95);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 18:33','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 20:01','yyyy-mm-dd hh24:mi'), 55, 96);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 18:48','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 20:16','yyyy-mm-dd hh24:mi'), 56, 97);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 19:03','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 20:31','yyyy-mm-dd hh24:mi'), 57, 98);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 19:18','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 20:46','yyyy-mm-dd hh24:mi'), 58, 99);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 19:33','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 21:01','yyyy-mm-dd hh24:mi'), 59, 100);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 19:48','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 21:16','yyyy-mm-dd hh24:mi'), 60, 101);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 20:03','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 21:31','yyyy-mm-dd hh24:mi'), 61, 72);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 20:18','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 21:46','yyyy-mm-dd hh24:mi'), 62, 73);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 20:33','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 22:01','yyyy-mm-dd hh24:mi'), 63, 74);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 20:48','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 22:16','yyyy-mm-dd hh24:mi'), 64, 75);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 21:03','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 22:31','yyyy-mm-dd hh24:mi'), 65, 76);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 21:18','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 22:46','yyyy-mm-dd hh24:mi'), 66, 77);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 21:33','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 23:01','yyyy-mm-dd hh24:mi'), 67, 78);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 21:48','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 23:16','yyyy-mm-dd hh24:mi'), 68, 79);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 22:03','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 23:31','yyyy-mm-dd hh24:mi'), 69, 80);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 22:18','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 23:46','yyyy-mm-dd hh24:mi'), 70, 81);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 22:33','yyyy-mm-dd hh24:mi'), to_date('2020-07-11 00:01','yyyy-mm-dd hh24:mi'), 71, 82);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 22:48','yyyy-mm-dd hh24:mi'), to_date('2020-07-11 00:16','yyyy-mm-dd hh24:mi'), 72, 83);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 23:03','yyyy-mm-dd hh24:mi'), to_date('2020-07-11 00:31','yyyy-mm-dd hh24:mi'), 73, 84);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 23:25','yyyy-mm-dd hh24:mi'), to_date('2020-07-11 0:053','yyyy-mm-dd hh24:mi'), 74, 85);

--5호선
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 05:18','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 06:50','yyyy-mm-dd hh24:mi'), 1, 147);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 05:31','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 07:03','yyyy-mm-dd hh24:mi'), 2, 148);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 05:44','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 07:16','yyyy-mm-dd hh24:mi'), 3, 149);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 05:57','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 07:29','yyyy-mm-dd hh24:mi'), 4, 150);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 06:10','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 07:42','yyyy-mm-dd hh24:mi'), 5, 151);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 06:23','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 07:55','yyyy-mm-dd hh24:mi'), 6, 152);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 06:36','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 08:08','yyyy-mm-dd hh24:mi'), 7, 153);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 06:49','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 08:21','yyyy-mm-dd hh24:mi'), 8, 154);
insert into tblSchedule (seq, days, starttime, endtime, runorder, trainseq) values (Schedule_seq.nextVal, to_date('2020-07-10','yyyy-mm-dd'), to_date('2020-07-10 07:02','yyyy-mm-dd hh24:mi'), to_date('2020-07-10 08:34','yyyy-mm-dd hh24:mi'), 9, 155);
